idx,class,conversation
912,일반 대화,"오늘 날씨 진짜 춥지 않아? 귀가 떨어져 나가는 줄 알았어.
아침에 출근할 때 보니까 기분 좋더라. 막 놀러 가고 싶고.
이런 날은 집에 박혀서 공기청정기 풀가동하고 있어야 해.
파전 완전 좋지! 비 오는 날엔 기름진 거 먹어줘야 해.
주말에 비 온다는 소식 있던데? 기상청 예보 다시 확인해봐.
콜! 늦으면 자리 꽉 차니까 퇴근하자마자 엄청 달려야 해.
비 오고 나면 또 추워질 테니까 따뜻하게 챙겨 입어야겠다.
오늘 저녁엔 삼겹살 구워서 목에 낀 먼지 좀 내려보내야지.
홈파티도 재밌지! 비 오면 빔프로젝터 들고 너네 집 갈게.
내일 맑은 하늘 볼 수 있기를 기대하면서 오늘 푹 쉬자!"
913,일반 대화,"와 오늘 미세먼지 최악이다. 하늘 누렇게 변한 거 봤어?
제습기 틀어도 뽀송해지지가 않네. 빨리 장마 끝났으면.
내일 영하 10도까지 떨어진대. 외출 금지령 내려야 할 판.
주말까지 이 날씨가 계속 유지되어야 할 텐데 걱정이네.
핫팩도 챙겨. 요새 감기 걸리면 병원 가기도 힘드니까.
콜! 늦으면 자리 꽉 차니까 퇴근하자마자 엄청 달려야 해.
요새 기상청 자주 틀리니까 너무 걱정 마. 비 안 올 거야.
생각만 해도 좋다. 12시 땡 치면 바로 국밥집으로 뛰어가자.
내가 미리 메뉴도 정해놨어. 수육 국밥으로 통일하는 거콜?
그것도 좋은 플랜이네. 날씨 어떻게 되나 같이 지켜보자!"
914,일반 대화,"와 오늘 미세먼지 최악이다. 하늘 누렇게 변한 거 봤어?
아침에 출근할 때 보니까 기분 좋더라. 막 놀러 가고 싶고.
이런 날씨엔 한강 가서 돗자리 깔고 누워있어야 하는데 휴.
내일 무조건 롱패딩 입고 목도리랑 장갑까지 챙겨야겠다.
막걸리는 내가 살게! 저번에 갔던 그 전집으로 가면 되겠다.
콜! 늦으면 자리 꽉 차니까 퇴근하자마자 엄청 달려야 해.
좋아. 뜨끈한 국밥 한 그릇 먹으면 몸이 싹 녹을 것 같아.
생각만 해도 좋다. 12시 땡 치면 바로 국밥집으로 뛰어가자.
삼겹살 좋지. 핑계 훌륭하다. 맛있게 먹고 먼지 싹 내려.
내일 맑은 하늘 볼 수 있기를 기대하면서 오늘 푹 쉬자!"
915,일반 대화,"비가 며칠째 계속 내리네. 끈적거려서 기분 완전 별로야.
제습기 틀어도 뽀송해지지가 않네. 빨리 장마 끝났으면.
이런 날은 집에 박혀서 공기청정기 풀가동하고 있어야 해.
내일도 계속 공기 안 좋대? 뉴스에서 혹시 뭐라고 하던?
내일 오후부터는 비 오면서 씻겨 내려간대. 완전 다행이지.
비 오는 건 싫지만 미세먼지 없어지면 환영이야 다행이다.
내가 5분 일찍 나가서 미리 자리 잡고 주문할 테니까 와.
오 센스쟁이! 나도 최대한 빨리 업무 마무리하고 넘어갈게.
홈파티도 재밌지! 비 오면 빔프로젝터 들고 너네 집 갈게.
완벽해. 점심시간에 따뜻하게 몸 녹이자. 이따 식당에서 봐!"
916,일반 대화,"오늘 하늘 맑은 거 봤어? 구름 한 점 없고 진짜 가을 하늘.
나도 패딩 입을까 하다가 코트 입었는데 완전 후회 중이야.
이런 날은 집에 박혀서 공기청정기 풀가동하고 있어야 해.
파전 완전 좋지! 비 오는 날엔 기름진 거 먹어줘야 해.
주말에 비 온다는 소식 있던데? 기상청 예보 다시 확인해봐.
너도 감기 조심해. 이따 점심엔 따뜻한 국물 있는 거 먹자.
요새 기상청 자주 틀리니까 너무 걱정 마. 비 안 올 거야.
생각만 해도 좋다. 12시 땡 치면 바로 국밥집으로 뛰어가자.
홈파티도 재밌지! 비 오면 빔프로젝터 들고 너네 집 갈게.
알았어 맛있는 파전 먹을 생각하면서 남은 시간 버텨본다!"
917,일반 대화,"비가 며칠째 계속 내리네. 끈적거려서 기분 완전 별로야.
마스크 안 썼으면 큰일 날 뻔했어. 숨쉬기도 너무 답답해.
비 오니까 파전에 막걸리 땡겨. 오늘 퇴근하고 한잔 어때?
내일도 계속 공기 안 좋대? 뉴스에서 혹시 뭐라고 하던?
막걸리는 내가 살게! 저번에 갔던 그 전집으로 가면 되겠다.
너도 감기 조심해. 이따 점심엔 따뜻한 국물 있는 거 먹자.
내가 5분 일찍 나가서 미리 자리 잡고 주문할 테니까 와.
오늘 저녁엔 삼겹살 구워서 목에 낀 먼지 좀 내려보내야지.
홈파티도 재밌지! 비 오면 빔프로젝터 들고 너네 집 갈게.
완벽해. 점심시간에 따뜻하게 몸 녹이자. 이따 식당에서 봐!"
918,일반 대화,"비가 며칠째 계속 내리네. 끈적거려서 기분 완전 별로야.
제습기 틀어도 뽀송해지지가 않네. 빨리 장마 끝났으면.
비 오니까 파전에 막걸리 땡겨. 오늘 퇴근하고 한잔 어때?
주말까지 이 날씨가 계속 유지되어야 할 텐데 걱정이네.
내일 오후부터는 비 오면서 씻겨 내려간대. 완전 다행이지.
헐 진짜? 주말에 캠핑 예약 다 해놨는데 제발 아니었으면.
내가 5분 일찍 나가서 미리 자리 잡고 주문할 테니까 와.
오늘 저녁엔 삼겹살 구워서 목에 낀 먼지 좀 내려보내야지.
홈파티도 재밌지! 비 오면 빔프로젝터 들고 너네 집 갈게.
내일 맑은 하늘 볼 수 있기를 기대하면서 오늘 푹 쉬자!"
919,일반 대화,"비가 며칠째 계속 내리네. 끈적거려서 기분 완전 별로야.
마스크 안 썼으면 큰일 날 뻔했어. 숨쉬기도 너무 답답해.
비 오니까 파전에 막걸리 땡겨. 오늘 퇴근하고 한잔 어때?
주말까지 이 날씨가 계속 유지되어야 할 텐데 걱정이네.
내일 오후부터는 비 오면서 씻겨 내려간대. 완전 다행이지.
콜! 늦으면 자리 꽉 차니까 퇴근하자마자 엄청 달려야 해.
좋아. 뜨끈한 국밥 한 그릇 먹으면 몸이 싹 녹을 것 같아.
생각만 해도 좋다. 12시 땡 치면 바로 국밥집으로 뛰어가자.
홈파티도 재밌지! 비 오면 빔프로젝터 들고 너네 집 갈게.
완벽해. 점심시간에 따뜻하게 몸 녹이자. 이따 식당에서 봐!"
920,일반 대화,"와 오늘 미세먼지 최악이다. 하늘 누렇게 변한 거 봤어?
마스크 안 썼으면 큰일 날 뻔했어. 숨쉬기도 너무 답답해.
이런 날씨엔 한강 가서 돗자리 깔고 누워있어야 하는데 휴.
파전 완전 좋지! 비 오는 날엔 기름진 거 먹어줘야 해.
내일 오후부터는 비 오면서 씻겨 내려간대. 완전 다행이지.
너도 감기 조심해. 이따 점심엔 따뜻한 국물 있는 거 먹자.
내가 5분 일찍 나가서 미리 자리 잡고 주문할 테니까 와.
오늘 저녁엔 삼겹살 구워서 목에 낀 먼지 좀 내려보내야지.
조심히 오고 비 많이 오니까 우산 튼튼한 걸로 잘 챙겨 와.
완벽해. 점심시간에 따뜻하게 몸 녹이자. 이따 식당에서 봐!"
921,일반 대화,"와 오늘 미세먼지 최악이다. 하늘 누렇게 변한 거 봤어?
아침에 출근할 때 보니까 기분 좋더라. 막 놀러 가고 싶고.
이런 날은 집에 박혀서 공기청정기 풀가동하고 있어야 해.
내일도 계속 공기 안 좋대? 뉴스에서 혹시 뭐라고 하던?
핫팩도 챙겨. 요새 감기 걸리면 병원 가기도 힘드니까.
콜! 늦으면 자리 꽉 차니까 퇴근하자마자 엄청 달려야 해.
내가 5분 일찍 나가서 미리 자리 잡고 주문할 테니까 와.
그랬으면 좋겠다. 만약 비 오면 집에서 홈파티나 해야지 뭐.
삼겹살 좋지. 핑계 훌륭하다. 맛있게 먹고 먼지 싹 내려.
알았어 맛있는 파전 먹을 생각하면서 남은 시간 버텨본다!"
922,일반 대화,"오늘 하늘 맑은 거 봤어? 구름 한 점 없고 진짜 가을 하늘.
아침에 출근할 때 보니까 기분 좋더라. 막 놀러 가고 싶고.
이런 날씨엔 한강 가서 돗자리 깔고 누워있어야 하는데 휴.
내일도 계속 공기 안 좋대? 뉴스에서 혹시 뭐라고 하던?
핫팩도 챙겨. 요새 감기 걸리면 병원 가기도 힘드니까.
헐 진짜? 주말에 캠핑 예약 다 해놨는데 제발 아니었으면.
요새 기상청 자주 틀리니까 너무 걱정 마. 비 안 올 거야.
생각만 해도 좋다. 12시 땡 치면 바로 국밥집으로 뛰어가자.
삼겹살 좋지. 핑계 훌륭하다. 맛있게 먹고 먼지 싹 내려.
완벽해. 점심시간에 따뜻하게 몸 녹이자. 이따 식당에서 봐!"
923,일반 대화,"와 오늘 미세먼지 최악이다. 하늘 누렇게 변한 거 봤어?
아침에 출근할 때 보니까 기분 좋더라. 막 놀러 가고 싶고.
내일 영하 10도까지 떨어진대. 외출 금지령 내려야 할 판.
내일 무조건 롱패딩 입고 목도리랑 장갑까지 챙겨야겠다.
막걸리는 내가 살게! 저번에 갔던 그 전집으로 가면 되겠다.
너도 감기 조심해. 이따 점심엔 따뜻한 국물 있는 거 먹자.
요새 기상청 자주 틀리니까 너무 걱정 마. 비 안 올 거야.
오늘 저녁엔 삼겹살 구워서 목에 낀 먼지 좀 내려보내야지.
삼겹살 좋지. 핑계 훌륭하다. 맛있게 먹고 먼지 싹 내려.
그것도 좋은 플랜이네. 날씨 어떻게 되나 같이 지켜보자!"
924,일반 대화,"와 오늘 미세먼지 최악이다. 하늘 누렇게 변한 거 봤어?
나도 패딩 입을까 하다가 코트 입었는데 완전 후회 중이야.
비 오니까 파전에 막걸리 땡겨. 오늘 퇴근하고 한잔 어때?
내일도 계속 공기 안 좋대? 뉴스에서 혹시 뭐라고 하던?
주말에 비 온다는 소식 있던데? 기상청 예보 다시 확인해봐.
비 오는 건 싫지만 미세먼지 없어지면 환영이야 다행이다.
비 오고 나면 또 추워질 테니까 따뜻하게 챙겨 입어야겠다.
오늘 저녁엔 삼겹살 구워서 목에 낀 먼지 좀 내려보내야지.
홈파티도 재밌지! 비 오면 빔프로젝터 들고 너네 집 갈게.
내일 맑은 하늘 볼 수 있기를 기대하면서 오늘 푹 쉬자!"
925,일반 대화,"와 오늘 미세먼지 최악이다. 하늘 누렇게 변한 거 봤어?
마스크 안 썼으면 큰일 날 뻔했어. 숨쉬기도 너무 답답해.
이런 날씨엔 한강 가서 돗자리 깔고 누워있어야 하는데 휴.
주말까지 이 날씨가 계속 유지되어야 할 텐데 걱정이네.
주말에 비 온다는 소식 있던데? 기상청 예보 다시 확인해봐.
콜! 늦으면 자리 꽉 차니까 퇴근하자마자 엄청 달려야 해.
요새 기상청 자주 틀리니까 너무 걱정 마. 비 안 올 거야.
오늘 저녁엔 삼겹살 구워서 목에 낀 먼지 좀 내려보내야지.
내가 미리 메뉴도 정해놨어. 수육 국밥으로 통일하는 거콜?
내일 맑은 하늘 볼 수 있기를 기대하면서 오늘 푹 쉬자!"
926,일반 대화,"비가 며칠째 계속 내리네. 끈적거려서 기분 완전 별로야.
제습기 틀어도 뽀송해지지가 않네. 빨리 장마 끝났으면.
비 오니까 파전에 막걸리 땡겨. 오늘 퇴근하고 한잔 어때?
파전 완전 좋지! 비 오는 날엔 기름진 거 먹어줘야 해.
내일 오후부터는 비 오면서 씻겨 내려간대. 완전 다행이지.
비 오는 건 싫지만 미세먼지 없어지면 환영이야 다행이다.
요새 기상청 자주 틀리니까 너무 걱정 마. 비 안 올 거야.
그랬으면 좋겠다. 만약 비 오면 집에서 홈파티나 해야지 뭐.
조심히 오고 비 많이 오니까 우산 튼튼한 걸로 잘 챙겨 와.
그것도 좋은 플랜이네. 날씨 어떻게 되나 같이 지켜보자!"
927,일반 대화,"오늘 날씨 진짜 춥지 않아? 귀가 떨어져 나가는 줄 알았어.
아침에 출근할 때 보니까 기분 좋더라. 막 놀러 가고 싶고.
내일 영하 10도까지 떨어진대. 외출 금지령 내려야 할 판.
주말까지 이 날씨가 계속 유지되어야 할 텐데 걱정이네.
주말에 비 온다는 소식 있던데? 기상청 예보 다시 확인해봐.
비 오는 건 싫지만 미세먼지 없어지면 환영이야 다행이다.
요새 기상청 자주 틀리니까 너무 걱정 마. 비 안 올 거야.
그랬으면 좋겠다. 만약 비 오면 집에서 홈파티나 해야지 뭐.
내가 미리 메뉴도 정해놨어. 수육 국밥으로 통일하는 거콜?
알았어 맛있는 파전 먹을 생각하면서 남은 시간 버텨본다!"
928,일반 대화,"비가 며칠째 계속 내리네. 끈적거려서 기분 완전 별로야.
마스크 안 썼으면 큰일 날 뻔했어. 숨쉬기도 너무 답답해.
이런 날씨엔 한강 가서 돗자리 깔고 누워있어야 하는데 휴.
내일도 계속 공기 안 좋대? 뉴스에서 혹시 뭐라고 하던?
내일 오후부터는 비 오면서 씻겨 내려간대. 완전 다행이지.
콜! 늦으면 자리 꽉 차니까 퇴근하자마자 엄청 달려야 해.
좋아. 뜨끈한 국밥 한 그릇 먹으면 몸이 싹 녹을 것 같아.
생각만 해도 좋다. 12시 땡 치면 바로 국밥집으로 뛰어가자.
삼겹살 좋지. 핑계 훌륭하다. 맛있게 먹고 먼지 싹 내려.
알았어 맛있는 파전 먹을 생각하면서 남은 시간 버텨본다!"
929,일반 대화,"오늘 하늘 맑은 거 봤어? 구름 한 점 없고 진짜 가을 하늘.
나도 패딩 입을까 하다가 코트 입었는데 완전 후회 중이야.
내일 영하 10도까지 떨어진대. 외출 금지령 내려야 할 판.
주말까지 이 날씨가 계속 유지되어야 할 텐데 걱정이네.
핫팩도 챙겨. 요새 감기 걸리면 병원 가기도 힘드니까.
콜! 늦으면 자리 꽉 차니까 퇴근하자마자 엄청 달려야 해.
요새 기상청 자주 틀리니까 너무 걱정 마. 비 안 올 거야.
생각만 해도 좋다. 12시 땡 치면 바로 국밥집으로 뛰어가자.
삼겹살 좋지. 핑계 훌륭하다. 맛있게 먹고 먼지 싹 내려.
내일 맑은 하늘 볼 수 있기를 기대하면서 오늘 푹 쉬자!"
930,일반 대화,"와 오늘 미세먼지 최악이다. 하늘 누렇게 변한 거 봤어?
아침에 출근할 때 보니까 기분 좋더라. 막 놀러 가고 싶고.
비 오니까 파전에 막걸리 땡겨. 오늘 퇴근하고 한잔 어때?
내일도 계속 공기 안 좋대? 뉴스에서 혹시 뭐라고 하던?
핫팩도 챙겨. 요새 감기 걸리면 병원 가기도 힘드니까.
헐 진짜? 주말에 캠핑 예약 다 해놨는데 제발 아니었으면.
요새 기상청 자주 틀리니까 너무 걱정 마. 비 안 올 거야.
생각만 해도 좋다. 12시 땡 치면 바로 국밥집으로 뛰어가자.
삼겹살 좋지. 핑계 훌륭하다. 맛있게 먹고 먼지 싹 내려.
내일 맑은 하늘 볼 수 있기를 기대하면서 오늘 푹 쉬자!"
931,일반 대화,"오늘 날씨 진짜 춥지 않아? 귀가 떨어져 나가는 줄 알았어.
제습기 틀어도 뽀송해지지가 않네. 빨리 장마 끝났으면.
이런 날은 집에 박혀서 공기청정기 풀가동하고 있어야 해.
주말까지 이 날씨가 계속 유지되어야 할 텐데 걱정이네.
막걸리는 내가 살게! 저번에 갔던 그 전집으로 가면 되겠다.
콜! 늦으면 자리 꽉 차니까 퇴근하자마자 엄청 달려야 해.
요새 기상청 자주 틀리니까 너무 걱정 마. 비 안 올 거야.
그랬으면 좋겠다. 만약 비 오면 집에서 홈파티나 해야지 뭐.
조심히 오고 비 많이 오니까 우산 튼튼한 걸로 잘 챙겨 와.
완벽해. 점심시간에 따뜻하게 몸 녹이자. 이따 식당에서 봐!"
932,일반 대화,"오늘 날씨 진짜 춥지 않아? 귀가 떨어져 나가는 줄 알았어.
아침에 출근할 때 보니까 기분 좋더라. 막 놀러 가고 싶고.
이런 날은 집에 박혀서 공기청정기 풀가동하고 있어야 해.
내일도 계속 공기 안 좋대? 뉴스에서 혹시 뭐라고 하던?
주말에 비 온다는 소식 있던데? 기상청 예보 다시 확인해봐.
비 오는 건 싫지만 미세먼지 없어지면 환영이야 다행이다.
좋아. 뜨끈한 국밥 한 그릇 먹으면 몸이 싹 녹을 것 같아.
오늘 저녁엔 삼겹살 구워서 목에 낀 먼지 좀 내려보내야지.
삼겹살 좋지. 핑계 훌륭하다. 맛있게 먹고 먼지 싹 내려.
그것도 좋은 플랜이네. 날씨 어떻게 되나 같이 지켜보자!"
933,일반 대화,"오늘 하늘 맑은 거 봤어? 구름 한 점 없고 진짜 가을 하늘.
제습기 틀어도 뽀송해지지가 않네. 빨리 장마 끝났으면.
이런 날은 집에 박혀서 공기청정기 풀가동하고 있어야 해.
내일도 계속 공기 안 좋대? 뉴스에서 혹시 뭐라고 하던?
막걸리는 내가 살게! 저번에 갔던 그 전집으로 가면 되겠다.
콜! 늦으면 자리 꽉 차니까 퇴근하자마자 엄청 달려야 해.
내가 5분 일찍 나가서 미리 자리 잡고 주문할 테니까 와.
그랬으면 좋겠다. 만약 비 오면 집에서 홈파티나 해야지 뭐.
삼겹살 좋지. 핑계 훌륭하다. 맛있게 먹고 먼지 싹 내려.
내일 맑은 하늘 볼 수 있기를 기대하면서 오늘 푹 쉬자!"
934,일반 대화,"오늘 하늘 맑은 거 봤어? 구름 한 점 없고 진짜 가을 하늘.
제습기 틀어도 뽀송해지지가 않네. 빨리 장마 끝났으면.
이런 날씨엔 한강 가서 돗자리 깔고 누워있어야 하는데 휴.
내일 무조건 롱패딩 입고 목도리랑 장갑까지 챙겨야겠다.
핫팩도 챙겨. 요새 감기 걸리면 병원 가기도 힘드니까.
너도 감기 조심해. 이따 점심엔 따뜻한 국물 있는 거 먹자.
비 오고 나면 또 추워질 테니까 따뜻하게 챙겨 입어야겠다.
오 센스쟁이! 나도 최대한 빨리 업무 마무리하고 넘어갈게.
삼겹살 좋지. 핑계 훌륭하다. 맛있게 먹고 먼지 싹 내려.
알았어 맛있는 파전 먹을 생각하면서 남은 시간 버텨본다!"
935,일반 대화,"오늘 날씨 진짜 춥지 않아? 귀가 떨어져 나가는 줄 알았어.
마스크 안 썼으면 큰일 날 뻔했어. 숨쉬기도 너무 답답해.
이런 날씨엔 한강 가서 돗자리 깔고 누워있어야 하는데 휴.
주말까지 이 날씨가 계속 유지되어야 할 텐데 걱정이네.
내일 오후부터는 비 오면서 씻겨 내려간대. 완전 다행이지.
콜! 늦으면 자리 꽉 차니까 퇴근하자마자 엄청 달려야 해.
내가 5분 일찍 나가서 미리 자리 잡고 주문할 테니까 와.
오늘 저녁엔 삼겹살 구워서 목에 낀 먼지 좀 내려보내야지.
조심히 오고 비 많이 오니까 우산 튼튼한 걸로 잘 챙겨 와.
내일 맑은 하늘 볼 수 있기를 기대하면서 오늘 푹 쉬자!"
936,일반 대화,"와 오늘 미세먼지 최악이다. 하늘 누렇게 변한 거 봤어?
제습기 틀어도 뽀송해지지가 않네. 빨리 장마 끝났으면.
이런 날은 집에 박혀서 공기청정기 풀가동하고 있어야 해.
내일 무조건 롱패딩 입고 목도리랑 장갑까지 챙겨야겠다.
주말에 비 온다는 소식 있던데? 기상청 예보 다시 확인해봐.
비 오는 건 싫지만 미세먼지 없어지면 환영이야 다행이다.
좋아. 뜨끈한 국밥 한 그릇 먹으면 몸이 싹 녹을 것 같아.
그랬으면 좋겠다. 만약 비 오면 집에서 홈파티나 해야지 뭐.
홈파티도 재밌지! 비 오면 빔프로젝터 들고 너네 집 갈게.
그것도 좋은 플랜이네. 날씨 어떻게 되나 같이 지켜보자!"
937,일반 대화,"오늘 하늘 맑은 거 봤어? 구름 한 점 없고 진짜 가을 하늘.
제습기 틀어도 뽀송해지지가 않네. 빨리 장마 끝났으면.
이런 날은 집에 박혀서 공기청정기 풀가동하고 있어야 해.
주말까지 이 날씨가 계속 유지되어야 할 텐데 걱정이네.
내일 오후부터는 비 오면서 씻겨 내려간대. 완전 다행이지.
비 오는 건 싫지만 미세먼지 없어지면 환영이야 다행이다.
비 오고 나면 또 추워질 테니까 따뜻하게 챙겨 입어야겠다.
오늘 저녁엔 삼겹살 구워서 목에 낀 먼지 좀 내려보내야지.
삼겹살 좋지. 핑계 훌륭하다. 맛있게 먹고 먼지 싹 내려.
내일 맑은 하늘 볼 수 있기를 기대하면서 오늘 푹 쉬자!"
938,일반 대화,"오늘 하늘 맑은 거 봤어? 구름 한 점 없고 진짜 가을 하늘.
제습기 틀어도 뽀송해지지가 않네. 빨리 장마 끝났으면.
이런 날은 집에 박혀서 공기청정기 풀가동하고 있어야 해.
파전 완전 좋지! 비 오는 날엔 기름진 거 먹어줘야 해.
핫팩도 챙겨. 요새 감기 걸리면 병원 가기도 힘드니까.
비 오는 건 싫지만 미세먼지 없어지면 환영이야 다행이다.
요새 기상청 자주 틀리니까 너무 걱정 마. 비 안 올 거야.
생각만 해도 좋다. 12시 땡 치면 바로 국밥집으로 뛰어가자.
홈파티도 재밌지! 비 오면 빔프로젝터 들고 너네 집 갈게.
내일 맑은 하늘 볼 수 있기를 기대하면서 오늘 푹 쉬자!"
939,일반 대화,"오늘 하늘 맑은 거 봤어? 구름 한 점 없고 진짜 가을 하늘.
마스크 안 썼으면 큰일 날 뻔했어. 숨쉬기도 너무 답답해.
이런 날씨엔 한강 가서 돗자리 깔고 누워있어야 하는데 휴.
파전 완전 좋지! 비 오는 날엔 기름진 거 먹어줘야 해.
주말에 비 온다는 소식 있던데? 기상청 예보 다시 확인해봐.
헐 진짜? 주말에 캠핑 예약 다 해놨는데 제발 아니었으면.
요새 기상청 자주 틀리니까 너무 걱정 마. 비 안 올 거야.
그랬으면 좋겠다. 만약 비 오면 집에서 홈파티나 해야지 뭐.
삼겹살 좋지. 핑계 훌륭하다. 맛있게 먹고 먼지 싹 내려.
그것도 좋은 플랜이네. 날씨 어떻게 되나 같이 지켜보자!"
940,일반 대화,"와 오늘 미세먼지 최악이다. 하늘 누렇게 변한 거 봤어?
나도 패딩 입을까 하다가 코트 입었는데 완전 후회 중이야.
비 오니까 파전에 막걸리 땡겨. 오늘 퇴근하고 한잔 어때?
내일 무조건 롱패딩 입고 목도리랑 장갑까지 챙겨야겠다.
주말에 비 온다는 소식 있던데? 기상청 예보 다시 확인해봐.
콜! 늦으면 자리 꽉 차니까 퇴근하자마자 엄청 달려야 해.
좋아. 뜨끈한 국밥 한 그릇 먹으면 몸이 싹 녹을 것 같아.
생각만 해도 좋다. 12시 땡 치면 바로 국밥집으로 뛰어가자.
내가 미리 메뉴도 정해놨어. 수육 국밥으로 통일하는 거콜?
완벽해. 점심시간에 따뜻하게 몸 녹이자. 이따 식당에서 봐!"
941,일반 대화,"오늘 날씨 진짜 춥지 않아? 귀가 떨어져 나가는 줄 알았어.
마스크 안 썼으면 큰일 날 뻔했어. 숨쉬기도 너무 답답해.
이런 날은 집에 박혀서 공기청정기 풀가동하고 있어야 해.
내일 무조건 롱패딩 입고 목도리랑 장갑까지 챙겨야겠다.
핫팩도 챙겨. 요새 감기 걸리면 병원 가기도 힘드니까.
콜! 늦으면 자리 꽉 차니까 퇴근하자마자 엄청 달려야 해.
내가 5분 일찍 나가서 미리 자리 잡고 주문할 테니까 와.
오늘 저녁엔 삼겹살 구워서 목에 낀 먼지 좀 내려보내야지.
삼겹살 좋지. 핑계 훌륭하다. 맛있게 먹고 먼지 싹 내려.
그것도 좋은 플랜이네. 날씨 어떻게 되나 같이 지켜보자!"
942,일반 대화,"오늘 날씨 진짜 춥지 않아? 귀가 떨어져 나가는 줄 알았어.
마스크 안 썼으면 큰일 날 뻔했어. 숨쉬기도 너무 답답해.
이런 날씨엔 한강 가서 돗자리 깔고 누워있어야 하는데 휴.
주말까지 이 날씨가 계속 유지되어야 할 텐데 걱정이네.
내일 오후부터는 비 오면서 씻겨 내려간대. 완전 다행이지.
헐 진짜? 주말에 캠핑 예약 다 해놨는데 제발 아니었으면.
좋아. 뜨끈한 국밥 한 그릇 먹으면 몸이 싹 녹을 것 같아.
생각만 해도 좋다. 12시 땡 치면 바로 국밥집으로 뛰어가자.
내가 미리 메뉴도 정해놨어. 수육 국밥으로 통일하는 거콜?
알았어 맛있는 파전 먹을 생각하면서 남은 시간 버텨본다!"
943,일반 대화,"오늘 날씨 진짜 춥지 않아? 귀가 떨어져 나가는 줄 알았어.
제습기 틀어도 뽀송해지지가 않네. 빨리 장마 끝났으면.
비 오니까 파전에 막걸리 땡겨. 오늘 퇴근하고 한잔 어때?
주말까지 이 날씨가 계속 유지되어야 할 텐데 걱정이네.
내일 오후부터는 비 오면서 씻겨 내려간대. 완전 다행이지.
비 오는 건 싫지만 미세먼지 없어지면 환영이야 다행이다.
좋아. 뜨끈한 국밥 한 그릇 먹으면 몸이 싹 녹을 것 같아.
그랬으면 좋겠다. 만약 비 오면 집에서 홈파티나 해야지 뭐.
내가 미리 메뉴도 정해놨어. 수육 국밥으로 통일하는 거콜?
그것도 좋은 플랜이네. 날씨 어떻게 되나 같이 지켜보자!"
944,일반 대화,"비가 며칠째 계속 내리네. 끈적거려서 기분 완전 별로야.
제습기 틀어도 뽀송해지지가 않네. 빨리 장마 끝났으면.
내일 영하 10도까지 떨어진대. 외출 금지령 내려야 할 판.
내일 무조건 롱패딩 입고 목도리랑 장갑까지 챙겨야겠다.
내일 오후부터는 비 오면서 씻겨 내려간대. 완전 다행이지.
너도 감기 조심해. 이따 점심엔 따뜻한 국물 있는 거 먹자.
비 오고 나면 또 추워질 테니까 따뜻하게 챙겨 입어야겠다.
그랬으면 좋겠다. 만약 비 오면 집에서 홈파티나 해야지 뭐.
내가 미리 메뉴도 정해놨어. 수육 국밥으로 통일하는 거콜?
내일 맑은 하늘 볼 수 있기를 기대하면서 오늘 푹 쉬자!"
945,일반 대화,"오늘 하늘 맑은 거 봤어? 구름 한 점 없고 진짜 가을 하늘.
마스크 안 썼으면 큰일 날 뻔했어. 숨쉬기도 너무 답답해.
내일 영하 10도까지 떨어진대. 외출 금지령 내려야 할 판.
파전 완전 좋지! 비 오는 날엔 기름진 거 먹어줘야 해.
내일 오후부터는 비 오면서 씻겨 내려간대. 완전 다행이지.
너도 감기 조심해. 이따 점심엔 따뜻한 국물 있는 거 먹자.
요새 기상청 자주 틀리니까 너무 걱정 마. 비 안 올 거야.
오늘 저녁엔 삼겹살 구워서 목에 낀 먼지 좀 내려보내야지.
조심히 오고 비 많이 오니까 우산 튼튼한 걸로 잘 챙겨 와.
완벽해. 점심시간에 따뜻하게 몸 녹이자. 이따 식당에서 봐!"
946,일반 대화,"오늘 하늘 맑은 거 봤어? 구름 한 점 없고 진짜 가을 하늘.
제습기 틀어도 뽀송해지지가 않네. 빨리 장마 끝났으면.
비 오니까 파전에 막걸리 땡겨. 오늘 퇴근하고 한잔 어때?
주말까지 이 날씨가 계속 유지되어야 할 텐데 걱정이네.
내일 오후부터는 비 오면서 씻겨 내려간대. 완전 다행이지.
비 오는 건 싫지만 미세먼지 없어지면 환영이야 다행이다.
비 오고 나면 또 추워질 테니까 따뜻하게 챙겨 입어야겠다.
그랬으면 좋겠다. 만약 비 오면 집에서 홈파티나 해야지 뭐.
삼겹살 좋지. 핑계 훌륭하다. 맛있게 먹고 먼지 싹 내려.
완벽해. 점심시간에 따뜻하게 몸 녹이자. 이따 식당에서 봐!"
947,일반 대화,"오늘 하늘 맑은 거 봤어? 구름 한 점 없고 진짜 가을 하늘.
나도 패딩 입을까 하다가 코트 입었는데 완전 후회 중이야.
이런 날은 집에 박혀서 공기청정기 풀가동하고 있어야 해.
내일 무조건 롱패딩 입고 목도리랑 장갑까지 챙겨야겠다.
핫팩도 챙겨. 요새 감기 걸리면 병원 가기도 힘드니까.
비 오는 건 싫지만 미세먼지 없어지면 환영이야 다행이다.
내가 5분 일찍 나가서 미리 자리 잡고 주문할 테니까 와.
생각만 해도 좋다. 12시 땡 치면 바로 국밥집으로 뛰어가자.
내가 미리 메뉴도 정해놨어. 수육 국밥으로 통일하는 거콜?
완벽해. 점심시간에 따뜻하게 몸 녹이자. 이따 식당에서 봐!"
